# REGISTER 1 — numeric-claims.tsv   FROZEN at HEAD 0cdd5b1
# Corpus: references/*.md (30) + reference-impl/*.md (11) + SKILL.md + index.md = 43 files, 20776 lines.
# Scan unit: one NUMERIC TOKEN = /(?<![\w.])[-+]?\d[\d_]*(\.\d+)?([eE][-+]?\d+)?/.
# One row per surviving token, NOT per claim: a range like '5-11 m' emits two rows sharing one claim_text.
# That is deliberate — merging ranges into one row is the step at which a claim can vanish unseen.
#
# DENOMINATOR
#   numeric tokens found in corpus ......... 13033
#   became rows ............................ 5152
#   excluded ............................... 7881
#   IDENTITY: 5152 rows + 7881 excluded = 13033 == tokens found  -> HOLDS
#
# EXCLUSIONS, every category counted (sums to 7881)
#   fenced_code            1304   inside a ``` fence — pseudocode constants, the domain of constant-pairs.tsv, not prose
#   chapter_xref           3066   backticked chapter pointer `NN` / `NN:LINE` / references/NN-*.md — a cross-reference, not a quantity
#   bibliographic          2803   citation locator: year after an author, vol(issue), vol:page, page range, pp., arXiv/patent/report id
#   okf_frontmatter         266   okf v0.2 metadata block (version, ISO timestamps, tags) between the leading --- pair
#   list_index              217   the ordinal of an ordered-list item, at the list-marker position only — other numbers on the line are still rows
#   heading_number           60   section number in a markdown heading (## 8. ...)
#   figure_panel_index       54   GALLERY.md panel grid coordinate cell (row,col)
#   url_doi_hash             45   digits inside a URL, DOI, domain path or a git commit hash
#   anchor_link              29   digits inside a markdown (#anchor-1984) target
#   math_display_block       19   literal inside a $$...$$ display-math expression
#   math_inline              18   literal inside a $...$ inline-math expression
#   SUM                    7881
#
# CLASS distribution: derived=3045, unclassified=1794, external=283, illustrative=30
# VERDICT distribution: unguarded=2649, guarded=1810, unreproducible=693
#
# CLASS rules, in cascade order (first match wins):
#   derived      value literal (distinctive) present in a reference-impl module or test; OR the line
#                names a backticked identifier that exists in module source; OR the token sits inside
#                an inline `code span` (a formula fragment the impl mirrors); OR the line is a
#                blockquote measured-output table row.
#   external     the line carries a citation marker (Author YEAR, et al., `99`, measured/empirical/USGS/SRTM).
#   illustrative the line carries a worked-example marker (e.g., for example, sims_illustrative, panel, demo).
#   unclassified no rule fired. THIS BUCKET IS REAL AND LARGE (1794). It is not 'clean'; it is 'undecided'.
#
# VERDICT rules (provisional — later waves may REASSIGN a verdict, never add or drop a row):
#   distinctive = token has a decimal point/exponent, or |int| > 10. Non-distinctive tokens (0..10)
#   match code literals by coincidence, so a literal match on them is NOT evidence.
#   guarded         distinctive AND the value appears as a literal in reference-impl/tests/test_*.py;
#                   source_or_guard names up to two test_file::function rows.
#   unguarded       distinctive AND in a module but no test; OR non-distinctive (marked
#                   'trivial-literal:no-evidence' — these are UNPROVEN, not proven-absent).
#   unreproducible  the value appears in no module and no test. For class=external with a citation
#                   this is expected and benign; for class=derived it is the alarming case.
#
# FREEZE RULE: this row list is final. A numeric claim discovered later that is not here goes to
# OPEN-ITEMS.md as a census-miss; it must NOT be appended to this file.

file	line	claim_text	value	class	source_or_guard	verdict
06-analysis-masks.md	456	cause the wrong version is the intuitive one. First, `Σ = 1` is the wrong target	1	derived	trivial-literal:no-evidence	unguarded
06-analysis-masks.md	457	here: the very remedy this bullet prescribes, `(1 − Σ previous)`, produces `Σ ≤ 1` — the	1	derived	trivial-literal:no-evidence	unguarded
06-analysis-masks.md	457	this bullet prescribes, `(1 − Σ previous)`, produces `Σ ≤ 1` — the	1	derived	trivial-literal:no-evidence	unguarded
06-analysis-masks.md	458	and the fix disagreed. `08`'s "splat weights must sum to 1" is a *different object*,	1	unclassified	trivial-literal:no-evidence	unguarded
06-analysis-masks.md	460	alᵢ` has no base layer to absorb a shortfall, so there `= 1` is a genuine	1	derived	trivial-literal:no-evidence	unguarded
06-analysis-masks.md	468	(`[[205,210,220], [210,216,228], [200,207,221]]`) — a *bright* on	205	derived	test_cited_paths_exist.py::test_every_cited_line_number_is_inside_the_file;test_mask_partition.py::<module>	guarded
06-analysis-masks.md	468	(`[[205,210,220], [210,216,228], [200,207,221]]`) — a *bright* one, w	210	derived	test_mask_partition.py::<module>	guarded
06-analysis-masks.md	468	(`[[205,210,220], [210,216,228], [200,207,221]]`) — a *bright* one, which	220	derived	test_hero.py::test_hero_renders_valid_nonblank_image;test_mask_partition.py::<module>	guarded
06-analysis-masks.md	468	(`[[205,210,220], [210,216,228], [200,207,221]]`) — a *bright* one, which matter	210	derived	test_mask_partition.py::<module>	guarded
06-analysis-masks.md	468	(`[[205,210,220], [210,216,228], [200,207,221]]`) — a *bright* one, which matters, s	216	derived	test_mask_partition.py::<module>;test_mask_partition.py::test_a_producer_bug_ships_entirely_in_gamut_through_the_shipped_palette	guarded
06-analysis-masks.md	468	(`[[205,210,220], [210,216,228], [200,207,221]]`) — a *bright* one, which matters, see b	228	derived	test_mask_partition.py::<module>	guarded
06-analysis-masks.md	468	(`[[205,210,220], [210,216,228], [200,207,221]]`) — a *bright* one, which matters, see below:	200	derived	test_analysis.py::test_selectors_are_masks_in_unit_range;test_archetypes.py::test_photoreal_two_light_floor_and_ao	guarded
06-analysis-masks.md	468	(`[[205,210,220], [210,216,228], [200,207,221]]`) — a *bright* one, which matters, see below:	207	derived	test_mask_partition.py::<module>	guarded
06-analysis-masks.md	468	(`[[205,210,220], [210,216,228], [200,207,221]]`) — a *bright* one, which matters, see below:	221	derived	test_mask_partition.py::<module>	guarded
06-analysis-masks.md	470	- **Ordered over-composite — `splat_blend`, `out·(1 − m) + colour·m`.** No trace, exactly as	1	derived	trivial-literal:no-evidence	unguarded
06-analysis-masks.md	471	claimed. Masks summing to **1.8** still give effective weights summing to **1.0000000000*	1.8	derived	test_mask_partition.py::<module>;test_mask_partition.py::test_material_rgb_detects_over_subscription_only_where_the_palette_has_no_headroom	guarded
06-analysis-masks.md	471	ming to **1.8** still give effective weights summing to **1.0000000000**, the	1.0000000000	derived	asserts.py::assert_clamps_not_growing;asserts.py::boundary_influence_distance	guarded
06-analysis-masks.md	472	base absorbing `Π(1 − mᵢ)`; at **3.0** the output is still inside the convex	1	derived	trivial-literal:no-evidence	unguarded
06-analysis-masks.md	472	base absorbing `Π(1 − mᵢ)`; at **3.0** the output is still inside the convex hull of its input	3.0	derived	asserts.py::boundary_influence_profile;inputs.py::two_basins	guarded
06-analysis-masks.md	476	it has no base to absorb the excess, so the excess leaves 8-bit range. On the pale palette	8	unclassified	trivial-literal:no-evidence	unguarded
06-analysis-masks.md	477	above: `Σ = 1.00` → unclipped `[205 211 223]`, shipped `[204 211 222]` (fl	1.00	derived	asserts.py::assert_clamps_not_growing;asserts.py::boundary_influence_distance	guarded
06-analysis-masks.md	477	above: `Σ = 1.00` → unclipped `[205 211 223]`, shipped `[204 211 222]` (float→uint8 truncatio	205	derived	test_cited_paths_exist.py::test_every_cited_line_number_is_inside_the_file;test_mask_partition.py::<module>	guarded
06-analysis-masks.md	477	above: `Σ = 1.00` → unclipped `[205 211 223]`, shipped `[204 211 222]` (float→uint8 truncation,	211	derived	test_mask_partition.py::test_material_rgb_over_brightens_and_clips_when_the_masks_over_subscribe	guarded
06-analysis-masks.md	477	above: `Σ = 1.00` → unclipped `[205 211 223]`, shipped `[204 211 222]` (float→uint8 truncation,	223	derived	test_mask_partition.py::test_material_rgb_over_brightens_and_clips_when_the_masks_over_subscribe	guarded
06-analysis-masks.md	477	above: `Σ = 1.00` → unclipped `[205 211 223]`, shipped `[204 211 222]` (float→uint8 truncation,	204	derived	test_mask_partition.py::test_material_rgb_over_brightens_and_clips_when_the_masks_over_subscribe	guarded
06-analysis-masks.md	477	ve: `Σ = 1.00` → unclipped `[205 211 223]`, shipped `[204 211 222]` (float→uint8 truncation,	211	derived	test_mask_partition.py::test_material_rgb_over_brightens_and_clips_when_the_masks_over_subscribe	guarded
06-analysis-masks.md	477	`Σ = 1.00` → unclipped `[205 211 223]`, shipped `[204 211 222]` (float→uint8 truncation,	222	derived	test_mask_partition.py::test_material_rgb_over_brightens_and_clips_when_the_masks_over_subscribe	guarded
06-analysis-masks.md	478	±1 — a convex combination, inside the palette's hull); `Σ =	1	unclassified	trivial-literal:no-evidence	unguarded
06-analysis-masks.md	478	— a convex combination, inside the palette's hull); `Σ = 1.80` → unclipped `[369 380 401]`,	1.80	derived	test_mask_partition.py::<module>;test_mask_partition.py::test_material_rgb_detects_over_subscription_only_where_the_palette_has_no_headroom	guarded
06-analysis-masks.md	478	ion, inside the palette's hull); `Σ = 1.80` → unclipped `[369 380 401]`,	369	derived	test_mask_partition.py::<module>;test_mask_partition.py::test_material_rgb_over_brightens_and_clips_when_the_masks_over_subscribe	guarded
06-analysis-masks.md	478	inside the palette's hull); `Σ = 1.80` → unclipped `[369 380 401]`,	380	derived	test_mask_partition.py::<module>;test_mask_partition.py::test_material_rgb_over_brightens_and_clips_when_the_masks_over_subscribe	guarded
06-analysis-masks.md	478	ide the palette's hull); `Σ = 1.80` → unclipped `[369 380 401]`,	401	derived	test_mask_partition.py::<module>;test_mask_partition.py::test_material_rgb_over_brightens_and_clips_when_the_masks_over_subscribe	guarded
06-analysis-masks.md	479	shipped `[255 255 255]`: every channel past 255 and every channel clipp	255	derived	test_archetypes.py::test_extract_satmap_authors_a_valid_gradient_from_imagery;test_archetypes.py::test_render_tile_photoreal_composite	guarded
06-analysis-masks.md	479	shipped `[255 255 255]`: every channel past 255 and every channel clipped.	255	derived	test_archetypes.py::test_extract_satmap_authors_a_valid_gradient_from_imagery;test_archetypes.py::test_render_tile_photoreal_composite	guarded
06-analysis-masks.md	479	shipped `[255 255 255]`: every channel past 255 and every channel clipped. A re	255	derived	test_archetypes.py::test_extract_satmap_authors_a_valid_gradient_from_imagery;test_archetypes.py::test_render_tile_photoreal_composite	guarded
06-analysis-masks.md	479	shipped `[255 255 255]`: every channel past 255 and every channel clipped. A rescale, a	255	derived	test_archetypes.py::test_extract_satmap_authors_a_valid_gradient_from_imagery;test_archetypes.py::test_render_tile_photoreal_composite	guarded
06-analysis-masks.md	482	colorizer, and `gallery.py:117` and `graph_demo.py:434` feed `06` masks straight into it	117	derived	test_audit_drift.py::test_validation_ledger_quotes_the_real_test_count;test_mask_partition.py::<module>	guarded
06-analysis-masks.md	482	colorizer, and `gallery.py:117` and `graph_demo.py:434` feed `06` masks straight into it with	434	derived	test_mask_partition.py::<module>;test_mask_partition.py::test_material_rgb_detects_over_subscription_only_where_the_palette_has_no_headroom	guarded
06-analysis-masks.md	487	(or `_SUBSTANCE_PALETTE` for a 7-channel substance stack) — terrain colours, not paper-whi	7	derived	trivial-literal:no-evidence	unguarded
06-analysis-masks.md	488	A cell of one material leaves range at `Σ = 255 / max(channel)`, measured:	255	derived	test_archetypes.py::test_extract_satmap_authors_a_valid_gradient_from_imagery;test_archetypes.py::test_render_tile_photoreal_composite	guarded
06-analysis-masks.md	492	| clips at `Σ` | **1.02** | **1.28** | **1.50** | **1.68** | **1.93** | **2.06**	1.02	derived	test_analysis.py::test_material_masks_partition;test_mask_partition.py::<module>	guarded
06-analysis-masks.md	492	| clips at `Σ` | **1.02** | **1.28** | **1.50** | **1.68** | **1.93** | **2.06** | **2.13**	1.28	derived	test_mask_partition.py::<module>;test_mask_partition.py::test_material_rgb_detects_over_subscription_only_where_the_palette_has_no_headroom	guarded
06-analysis-masks.md	492	| clips at `Σ` | **1.02** | **1.28** | **1.50** | **1.68** | **1.93** | **2.06** | **2.13** |	1.50	derived	test_atom_coverage.py::<module>;test_boundaries.py::test_diffusion_influence_grows_as_sqrt_of_time	guarded
06-analysis-masks.md	492	| clips at `Σ` | **1.02** | **1.28** | **1.50** | **1.68** | **1.93** | **2.06** | **2.13** |	1.68	derived	test_mask_partition.py::<module>;test_mask_partition.py::test_material_rgb_detects_over_subscription_only_where_the_palette_has_no_headroom	guarded
06-analysis-masks.md	492	ps at `Σ` | **1.02** | **1.28** | **1.50** | **1.68** | **1.93** | **2.06** | **2.13** |	1.93	derived	test_mask_partition.py::<module>;test_mask_partition.py::test_material_rgb_detects_over_subscription_only_where_the_palette_has_no_headroom	guarded
06-analysis-masks.md	492	**1.02** | **1.28** | **1.50** | **1.68** | **1.93** | **2.06** | **2.13** |	2.06	derived	test_mask_partition.py::<module>;test_mask_partition.py::test_material_rgb_detects_over_subscription_only_where_the_palette_has_no_headroom	guarded
06-analysis-masks.md	492	**1.28** | **1.50** | **1.68** | **1.93** | **2.06** | **2.13** |	2.13	derived	test_analysis.py::test_material_masks_partition;test_mask_partition.py::<module>	guarded
06-analysis-masks.md	494	So at `Σ = 1.80`, `rock`, `grass`, `water+grass` and `rock+grass` — **4 o	1.80	derived	test_mask_partition.py::<module>;test_mask_partition.py::test_material_rgb_detects_over_subscription_only_where_the_palette_has_no_headroom	guarded
06-analysis-masks.md	494	.80`, `rock`, `grass`, `water+grass` and `rock+grass` — **4 of the 15** single- and	4	derived	trivial-literal:no-evidence	unguarded
06-analysis-masks.md	494	ck`, `grass`, `water+grass` and `rock+grass` — **4 of the 15** single- and	15	derived	test_analysis.py::test_selectors_are_masks_in_unit_range;test_atom_coverage.py::<module>	guarded
06-analysis-masks.md	497	`derive_materials` a closing channel written `1.0` instead of `1 − claimed` (a 2.00× over-	1.0	derived	asserts.py::assert_clamps_not_growing;asserts.py::boundary_influence_distance	guarded
06-analysis-masks.md	497	ve_materials` a closing channel written `1.0` instead of `1 − claimed` (a 2.00× over-	1	derived	trivial-literal:no-evidence	unguarded
06-analysis-masks.md	497	closing channel written `1.0` instead of `1 − claimed` (a 2.00× over-	2.00	derived	asserts.py::assert_clamps_not_growing;asserts.py::boundary_influence_distance	guarded
06-analysis-masks.md	498	*everywhere*) and an ordinary steep hillside exports as `[216 250 188]`, an	216	derived	test_mask_partition.py::<module>;test_mask_partition.py::test_a_producer_bug_ships_entirely_in_gamut_through_the_shipped_palette	guarded
06-analysis-masks.md	498	rywhere*) and an ordinary steep hillside exports as `[216 250 188]`, an	250	derived	test_aeolian.py::test_threshold_matches_bagnolds_published_value;test_lithology.py::test_lower_K_gives_more_relief	guarded
06-analysis-masks.md	498	ere*) and an ordinary steep hillside exports as `[216 250 188]`, an	188	derived	test_mask_partition.py::test_a_producer_bug_ships_entirely_in_gamut_through_the_shipped_palette	guarded
06-analysis-masks.md	499	in-gamut pale sage, **0 of 4096 pixels clipped**. The same bug on a mixed alpine	0	unclassified	trivial-literal:no-evidence	unguarded
06-analysis-masks.md	499	in-gamut pale sage, **0 of 4096 pixels clipped**. The same bug on a mixed alpine fixture	4096	derived	test_mask_partition.py::<module>;test_mask_partition.py::test_a_producer_bug_ships_entirely_in_gamut_through_the_shipped_palette	guarded
06-analysis-masks.md	500	~279 of 4096 — the snow cells, snow being the one material who	279	derived	test_mask_partition.py::test_a_producer_bug_ships_entirely_in_gamut_through_the_shipped_palette	guarded
06-analysis-masks.md	500	~279 of 4096 — the snow cells, snow being the one material whose thres	4096	derived	test_mask_partition.py::<module>;test_mask_partition.py::test_a_producer_bug_ships_entirely_in_gamut_through_the_shipped_palette	guarded
06-analysis-masks.md	500	snow cells, snow being the one material whose threshold (1.02) almost any	1.02	derived	test_analysis.py::test_material_masks_partition;test_mask_partition.py::<module>	guarded
06-analysis-masks.md	505	under `multiply` (128 → 84.7 at `Σ = 0.6`, → 27.2 at `Σ = 1.8`) and toward whit	128	derived	test_benchmarks.py::test_diffusion_matches_the_gaussian_greens_function;test_halfar_anatomy.py::test_the_rate_error_falls_as_the_GRID_is_refined	guarded
06-analysis-masks.md	505	under `multiply` (128 → 84.7 at `Σ = 0.6`, → 27.2 at `Σ = 1.8`) and toward white under	84.7	unclassified	none	unreproducible
06-analysis-masks.md	505	under `multiply` (128 → 84.7 at `Σ = 0.6`, → 27.2 at `Σ = 1.8`) and toward white under `screen`	0.6	derived	test_dunes.py::test_constant_wind_field_matches_the_constant_vector;test_dunes.py::test_shadow_zone_and_avalanching_organize_transverse_dunes	guarded
06-analysis-masks.md	505	under `multiply` (128 → 84.7 at `Σ = 0.6`, → 27.2 at `Σ = 1.8`) and toward white under `screen`	27.2	derived	module:placement.py	unguarded
06-analysis-masks.md	505	under `multiply` (128 → 84.7 at `Σ = 0.6`, → 27.2 at `Σ = 1.8`) and toward white under `screen`	1.8	derived	test_mask_partition.py::<module>;test_mask_partition.py::test_material_rgb_detects_over_subscription_only_where_the_palette_has_no_headroom	guarded
06-analysis-masks.md	506	(→ 154.5, → 199.8). That is precisely the "blotchy lighting" tell	154.5	unclassified	none	unreproducible
06-analysis-masks.md	506	(→ 154.5, → 199.8). That is precisely the "blotchy lighting" tell `08` name	199.8	unclassified	none	unreproducible
06-analysis-masks.md	519	row 0 = north and the `y` axis points SOUTH — that is `-sin(asp	0	derived	trivial-literal:no-evidence	unguarded
06-analysis-masks.md	519	h and the `y` axis points SOUTH — that is `-sin(aspect)`: +1 facing north, −1 facing	+1	derived	trivial-literal:no-evidence	unguarded
06-analysis-masks.md	519	points SOUTH — that is `-sin(aspect)`: +1 facing north, −1 facing	1	derived	trivial-literal:no-evidence	unguarded
07-scatter.md	71	- **`cellSize = r / √n`** (so `r/√2` in 2D). This is chosen precisely so that a grid cell's	2	derived	trivial-literal:no-evidence	unguarded
07-scatter.md	71	- **`cellSize = r / √n`** (so `r/√2` in 2D). This is chosen precisely so that a grid cell's	2	unclassified	trivial-literal:no-evidence	unguarded
07-scatter.md	73	valid O(1) lookup structure. Using `r` or `r/2` breaks the invarian	1	derived	trivial-literal:no-evidence	unguarded
07-scatter.md	73	valid O(1) lookup structure. Using `r` or `r/2` breaks the invariant and the neighbour	2	derived	trivial-literal:no-evidence	unguarded
07-scatter.md	75	- **The 5×5 neighbourhood.** With `cellSize = r/√2`, a conflicting	5	unclassified	trivial-literal:no-evidence	unguarded
07-scatter.md	75	- **The 5×5 neighbourhood.** With `cellSize = r/√2`, a conflicting sa	5	unclassified	trivial-literal:no-evidence	unguarded
07-scatter.md	75	- **The 5×5 neighbourhood.** With `cellSize = r/√2`, a conflicting sample can be up to 2 cells	2	derived	trivial-literal:no-evidence	unguarded
07-scatter.md	75	With `cellSize = r/√2`, a conflicting sample can be up to 2 cells	2	unclassified	trivial-literal:no-evidence	unguarded
07-scatter.md	76	away. Checking only 3×3 misses conflicts near cell corners and produces occasio	3	unclassified	trivial-literal:no-evidence	unguarded
07-scatter.md	76	away. Checking only 3×3 misses conflicts near cell corners and produces occasiona	3	unclassified	trivial-literal:no-evidence	unguarded
07-scatter.md	95	- **`k = 30`** is Bridson's value. Lower `k` = faster but leaves gaps	30	derived	test_aeolian.py::test_availability_gate_stops_transport;test_aeolian.py::test_deflation_cannot_excavate_below_the_available_sand	guarded
07-scatter.md	96	being maximal). Higher `k` = diminishing returns. Keep 30.	30	derived	test_aeolian.py::test_availability_gate_stops_transport;test_aeolian.py::test_deflation_cannot_excavate_below_the_available_sand	guarded
07-scatter.md	113	e points than you keep. For terrain that ratio is usually 2–5×, which is fine.	2	unclassified	trivial-literal:no-evidence	unguarded
07-scatter.md	113	points than you keep. For terrain that ratio is usually 2–5×, which is fine.	5	unclassified	trivial-literal:no-evidence	unguarded
07-scatter.md	130	`ceil(r_max / cellSize) + 1` cells, which gets expensive if `r_max/r_min` is large. C	1	derived	trivial-literal:no-evidence	unguarded
07-scatter.md	131	ratio at ~4 or use a hierarchical grid.	4	unclassified	trivial-literal:no-evidence	unguarded
07-scatter.md	140	mask; threshold it against the density map. **O(1) per cell, trivially tileable, no seams,	1	unclassified	trivial-literal:no-evidence	unguarded
07-scatter.md	145	This is what to use when the artist says "exactly 5000 trees".	5000	derived	test_analytic.py::test_energy_cone_runout;test_dimensional.py::test_lava_bingham_flux_is_area_per_time	guarded
07-scatter.md	185	For most terrain: option 2 for ground cover, option 3 for props (there are few enoug	2	unclassified	trivial-literal:no-evidence	unguarded
07-scatter.md	185	For most terrain: option 2 for ground cover, option 3 for props (there are few enough props	3	unclassified	trivial-literal:no-evidence	unguarded
07-scatter.md	186	that generating them globally is cheap), option 4 only if you genuinely need streamed	4	unclassified	trivial-literal:no-evidence	unguarded
07-scatter.md	190	world coordinates and never see the lattice. Only option 2	2	unclassified	trivial-literal:no-evidence	unguarded
07-scatter.md	192	is the cell's own 3-rhombi decomposition (the tumbling-blocks figure, `26`):	3	unclassified	trivial-literal:no-evidence	unguarded
07-scatter.md	192	omposition (the tumbling-blocks figure, `26`): pick `k ∈ {0,1,2}`	0	derived	trivial-literal:no-evidence	unguarded
07-scatter.md	192	position (the tumbling-blocks figure, `26`): pick `k ∈ {0,1,2}`	1	derived	trivial-literal:no-evidence	unguarded
07-scatter.md	192	sition (the tumbling-blocks figure, `26`): pick `k ∈ {0,1,2}`	2	derived	trivial-literal:no-evidence	unguarded
07-scatter.md	193	and two uniforms `u, v ∈ [0,1)`, then `p = centre + u·c₂ₖ + v·c₂ₖ₊₂` where `cᵢ` are t	0	derived	trivial-literal:no-evidence	unguarded
07-scatter.md	193	and two uniforms `u, v ∈ [0,1)`, then `p = centre + u·c₂ₖ + v·c₂ₖ₊₂` where `cᵢ` are the	1	derived	trivial-literal:no-evidence	unguarded
07-scatter.md	198	option 2. Density bookkeeping uses the hex cell area `(√3/2)·cellS	2	unclassified	trivial-literal:no-evidence	unguarded
07-scatter.md	198	option 2. Density bookkeeping uses the hex cell area `(√3/2)·cellSize²` (`26`).	3	derived	trivial-literal:no-evidence	unguarded
07-scatter.md	198	option 2. Density bookkeeping uses the hex cell area `(√3/2)·cellSize²` (`26`).	2	derived	trivial-literal:no-evidence	unguarded
07-scatter.md	239	vertical, on slopes up to quite steep. `alignFactor ≈ 0.2–0.3` for trees, `1.0` for rocks	0.2	derived	test_aeolian.py::test_exner_conserves_sand;test_aeolian.py::test_threshold_matches_bagnolds_published_value	guarded
07-scatter.md	239	vertical, on slopes up to quite steep. `alignFactor ≈ 0.2–0.3` for trees, `1.0` for rocks	0.3	derived	test_alluvial_fan.py::test_fan_thins_downfan;test_archetypes.py::test_photoreal_two_light_floor_and_ao	guarded
07-scatter.md	239	es up to quite steep. `alignFactor ≈ 0.2–0.3` for trees, `1.0` for rocks	1.0	derived	asserts.py::assert_clamps_not_growing;asserts.py::boundary_influence_distance	guarded
07-scatter.md	240	and debris. Fully-aligned trees on a 30° slope look like they were pushed over.	30	derived	test_aeolian.py::test_availability_gate_stops_transport;test_aeolian.py::test_deflation_cannot_excavate_below_the_available_sand	guarded
07-scatter.md	242	mid-frequency noise before scattering (`density *= 0.5 + 0.5*fbm(p * clusterFreq)`). Pure	0.5	derived	test_aeolian.py::test_flux_is_cubic_in_shear_velocity;test_analytic.py::test_superelevation_and_trigger	guarded
07-scatter.md	242	mid-frequency noise before scattering (`density *= 0.5 + 0.5*fbm(p * clusterFreq)`). Pure	0.5	derived	test_aeolian.py::test_flux_is_cubic_in_shear_velocity;test_analytic.py::test_superelevation_and_trigger	guarded
07-scatter.md	317	pebbles (`alignFactor = 1`) are right for a *scree* slope (`05` talus), wrong for a	1	derived	trivial-literal:no-evidence	unguarded
08-output-contract.md	28	etres, absolute | R32F working / R16 export | Sea level = 0 |	0	derived	trivial-literal:no-evidence	unguarded
08-output-contract.md	32	| `ao` | [0,1] | R8/BC4 | Baked from R32F |	0	derived	trivial-literal:no-evidence	unguarded
08-output-contract.md	32	| `ao` | [0,1] | R8/BC4 | Baked from R32F |	1	derived	trivial-literal:no-evidence	unguarded
08-output-contract.md	34	| `masks[i]` | [0,1] | R8 per channel | Must partition — see `06` |	0	unclassified	trivial-literal:no-evidence	unguarded
08-output-contract.md	34	| `masks[i]` | [0,1] | R8 per channel | Must partition — see `06` |	1	unclassified	trivial-literal:no-evidence	unguarded
08-output-contract.md	38	t ground | R32F | Sun-arc horizon test (`06`); can exceed 1 on equator-facing slopes — declare the range in the manif	1	derived	trivial-literal:no-evidence	unguarded
08-output-contract.md	42	| `wetness` | [0,1] state + TWI derived | R32F ×2 | Two maps, shipped sepa	0	unclassified	trivial-literal:no-evidence	unguarded
08-output-contract.md	42	| `wetness` | [0,1] state + TWI derived | R32F ×2 | Two maps, shipped separa	1	unclassified	trivial-literal:no-evidence	unguarded
08-output-contract.md	42	| `wetness` | [0,1] state + TWI derived | R32F ×2 | Two maps, shipped separately — sim-residual puddling (`	2	unclassified	trivial-literal:no-evidence	unguarded
08-output-contract.md	44	| `curvature` | 1/m, signed | R32F | Derived after final geometry, from R32	1	derived	trivial-literal:no-evidence	unguarded
08-output-contract.md	76	ellSize = extent / resolution` or `extent / (resolution − 1)`?** This is the	1	derived	trivial-literal:no-evidence	unguarded
08-output-contract.md	79	conventionally *vertex-centred* (so `N` samples span `N−1` cells) but a texture is	1	derived	trivial-literal:no-evidence	unguarded
08-output-contract.md	164	R16 gives 65,536 levels. Across a vertical range:	65	derived	inputs.py::cone;inputs.py::inverted_cone	guarded
08-output-contract.md	164	R16 gives 65,536 levels. Across a vertical range:	536	unclassified	none	unreproducible
08-output-contract.md	168	| 1,000 m | 1.5 cm |	1	unclassified	trivial-literal:no-evidence	unguarded
08-output-contract.md	168	| 1,000 m | 1.5 cm |	000	unclassified	trivial-literal:no-evidence	unguarded
08-output-contract.md	168	| 1,000 m | 1.5 cm |	1.5	derived	test_atom_coverage.py::<module>;test_boundaries.py::test_diffusion_influence_grows_as_sqrt_of_time	guarded
08-output-contract.md	169	| 8,000 m | 12 cm |	8	unclassified	trivial-literal:no-evidence	unguarded
08-output-contract.md	169	| 8,000 m | 12 cm |	000	unclassified	trivial-literal:no-evidence	unguarded
08-output-contract.md	169	| 8,000 m | 12 cm |	12	derived	test_aeolian.py::_bump;test_aeolian.py::_playa	guarded
08-output-contract.md	170	| 20,000 m | 30 cm |	20	derived	inputs.py::two_basins;test_aeolian.py::test_saturation_length_shifts_deposition_downwind	guarded
08-output-contract.md	170	| 20,000 m | 30 cm |	000	unclassified	trivial-literal:no-evidence	unguarded
08-output-contract.md	170	| 20,000 m | 30 cm |	30	derived	test_aeolian.py::test_availability_gate_stops_transport;test_aeolian.py::test_deflation_cannot_excavate_below_the_available_sand	guarded
08-output-contract.md	172	12 cm sounds harmless. It is not, for two reasons:	12	derived	test_aeolian.py::_bump;test_aeolian.py::_playa	guarded
08-output-contract.md	174	entle slope, the quantisation step becomes a terrace.** A 0.5° slope at 1 m/px	0.5	derived	test_aeolian.py::test_flux_is_cubic_in_shear_velocity;test_analytic.py::test_superelevation_and_trigger	guarded
08-output-contract.md	174	he quantisation step becomes a terrace.** A 0.5° slope at 1 m/px	1	unclassified	trivial-literal:no-evidence	unguarded
08-output-contract.md	175	rises 8.7 mm per cell — so with a 12 cm step, the terrain is *flat	8.7	unclassified	none	unreproducible
08-output-contract.md	175	rises 8.7 mm per cell — so with a 12 cm step, the terrain is *flat for 14 cells and then	12	derived	test_aeolian.py::_bump;test_aeolian.py::_playa	guarded
08-output-contract.md	175	per cell — so with a 12 cm step, the terrain is *flat for 14 cells and then	14	derived	asserts.py::assert_clamps_not_growing;asserts.py::assert_in_range	guarded
08-output-contract.md	186	must be exact and shared.** `h = heightRange.min + (u16 / 65535.0) * (max - min)`.	65535.0	derived	test_gallery_doc.py::_raw_dem_file;test_heightfield_io.py::test_integer_formats_roundtrip_to_quantisation	guarded
08-output-contract.md	187	Note `65535`, not `65536`. If the engine uses `65536` and you used `6	65535	derived	test_gallery_doc.py::_raw_dem_file;test_heightfield_io.py::test_integer_formats_roundtrip_to_quantisation	guarded
08-output-contract.md	187	Note `65535`, not `65536`. If the engine uses `65536` and you used `65535`, you ha	65536	derived	none	unreproducible
08-output-contract.md	187	Note `65535`, not `65536`. If the engine uses `65536` and you used `65535`, you have a	65536	derived	none	unreproducible
08-output-contract.md	187	5`, not `65536`. If the engine uses `65536` and you used `65535`, you have a	65535	derived	test_gallery_doc.py::_raw_dem_file;test_heightfield_io.py::test_integer_formats_roundtrip_to_quantisation	guarded
