# REGISTER 2 — constant-pairs.tsv   FROZEN at HEAD 0cdd5b1
# Pairs every constant stated in shipped prose (fenced pseudocode AND running text) against every
# numeric default in reference-impl/*.py, AND against every other statement of the same symbol.
#
# DENOMINATOR — prose side
#   fenced blocks scanned .................... 250
#   fenced lines scanned ..................... 1896
#   numeric tokens inside those fences ....... 1304   (== register 1's fenced_code exclusion; the two registers reconcile)
#     -> fenced constant assignments (rows) .. 151
#     -> excluded, every category counted:
#          fenced:formula_or_bare_literal       539
#          fenced:in_comment                    369
#          fenced:positional_call_arg           139
#          fenced:array_index_or_slice          101
#          fenced:keyword_or_control_lhs          5
#          SUM excluded                        1153
#     IDENTITY: 151 assignments + 1153 excluded = 1304 == fenced tokens -> HOLDS
#   prose (non-fenced) `symbol` => number statements ......... 60
#     candidates rejected, every category counted:
#          prose:no_connective_between_symbol_and_number    104
#          prose:number_is_a_citation_or_xref_token           7
#     IDENTITY: 60 kept + 111 rejected = 171 candidates
#     'number_is_a_citation_or_xref_token' reuses register 1's exclusion map verbatim, so the two
#     registers cannot disagree about what counts as a citation.
#     scanned over a 2-LINE WINDOW because this corpus hard-wraps: the dune `hop` docstring case
#     is split across two lines and a 1-line scan misses it. That is the exact defect class here.
#     Restricted to symbols that exist in module source (359 symbols), so a prose number next to an
#     unimplemented name is NOT a row — that residue is a known gap, logged in OPEN-ITEMS.md.
#
# DENOMINATOR — module side
#   distinct symbols carrying a numeric default/const .... 298
#   distinct symbols carrying a docstring-stated value ... 98
#   symbols never mentioned in prose (module_only rows) .. 514
#
# ROWS EMITTED: 884
# VERDICTS: module_only=514, chapter_vs_chapter=159, chapter_only=98, diverge=81, agree=32
#   agree              chapter value == module value
#   diverge            chapter value != module value  <-- the defect class
#   chapter_only       prose states a constant for a symbol no module defines
#   module_only        module ships a default no prose ever states
#   chapter_vs_chapter the SAME symbol is given two different values by two prose/docstring sites.
#                      Required because a chapter<->module-only table cannot see this class at all;
#                      dune `hop` is the worked instance (05:399 says 3, dunes.py:49 docstring says 5,
#                      dunes.py:20 ships 1 — a three-way split no pairwise chapter/module check finds).
#   CAVEAT, stated not hidden: 137 of the 159 chapter_vs_chapter rows involve a symbol of <=2 characters
#   (n, c, k, H ...). Single letters are reused across unrelated chapters, so many of those rows are
#   name collisions rather than real divergences. They are KEPT, not dropped: a freeze must not
#   silently discard candidates. Wave 1 downgrades them by assigning a verdict, not by deleting rows.
#
# FREEZE RULE: later waves may only change the verdict column. New pairs go to OPEN-ITEMS.md.

chapter	chapter_line	symbol	chapter_value	module	module_symbol	module_value	verdict
12-glacial-coastal.md	1207	r	0.1	10-primitives-ops-filters.md	r@421	1	chapter_vs_chapter
12-glacial-coastal.md	1207	r	0.1	02-macro-tectonics.md	r@198	5	chapter_vs_chapter
12-glacial-coastal.md	1207	r	0.1	26-hexagonal-grids.md	r@486	60	chapter_vs_chapter
10-primitives-ops-filters.md	421	r	1	02-macro-tectonics.md	r@198	5	chapter_vs_chapter
10-primitives-ops-filters.md	421	r	1	26-hexagonal-grids.md	r@486	60	chapter_vs_chapter
02-macro-tectonics.md	198	r	5	26-hexagonal-grids.md	r@486	60	chapter_vs_chapter
03-flow-routing.md	237	p	1	03-flow-routing.md	p@216	1.1	chapter_vs_chapter
03-flow-routing.md	237	p	1	docstring:flow_anatomy.py	p@171	1991	chapter_vs_chapter
03-flow-routing.md	216	p	1.1	docstring:flow_anatomy.py	p@171	1991	chapter_vs_chapter
04-erosion-hydraulic.md	380	c	0.225	README.md	c@102	0.25	chapter_vs_chapter
04-erosion-hydraulic.md	380	c	0.225	05-erosion-thermal-aeolian.md	c@46	0.5	chapter_vs_chapter
04-erosion-hydraulic.md	380	c	0.225	28-liquids.md	c@93	5	chapter_vs_chapter
README.md	102	c	0.25	05-erosion-thermal-aeolian.md	c@46	0.5	chapter_vs_chapter
README.md	102	c	0.25	28-liquids.md	c@93	5	chapter_vs_chapter
05-erosion-thermal-aeolian.md	46	c	0.5	28-liquids.md	c@93	5	chapter_vs_chapter
06-analysis-masks.md	110	plan	0	06-analysis-masks.md	plan@113	2	chapter_vs_chapter
00-index.md	421	k	0	docstring:braided.py	k@10	1	chapter_vs_chapter
00-index.md	421	k	0	07-scatter.md	k@31	30	chapter_vs_chapter
docstring:braided.py	10	k	1	07-scatter.md	k@31	30	chapter_vs_chapter
docstring:ops_filters.py	78	angle	0	07-scatter.md	angle@83	2	chapter_vs_chapter
10-primitives-ops-filters.md	435	radius	2	docstring:analysis.py	radius@271	8	chapter_vs_chapter
README.md	102	D	0	04-erosion-hydraulic.md	D@342	0.01	chapter_vs_chapter
README.md	102	D	0	04-erosion-hydraulic.md	D@379	0.1	chapter_vs_chapter
README.md	102	D	0	11-geological.md	D@709	0.2	chapter_vs_chapter
README.md	102	D	0	04-erosion-hydraulic.md	D@367	0.5	chapter_vs_chapter
README.md	102	D	0	20-archetypes.md	D@1045	1	chapter_vs_chapter
README.md	102	D	0	11-geological.md	D@770	1.17	chapter_vs_chapter
README.md	102	D	0	11-geological.md	D@769	1.25	chapter_vs_chapter
README.md	102	D	0	12-glacial-coastal.md	D@92	2	chapter_vs_chapter
README.md	102	D	0	docstring:erosion_streampower.py	D@8	2016	chapter_vs_chapter
04-erosion-hydraulic.md	342	D	0.01	04-erosion-hydraulic.md	D@379	0.1	chapter_vs_chapter
04-erosion-hydraulic.md	342	D	0.01	11-geological.md	D@709	0.2	chapter_vs_chapter
04-erosion-hydraulic.md	342	D	0.01	04-erosion-hydraulic.md	D@367	0.5	chapter_vs_chapter
04-erosion-hydraulic.md	342	D	0.01	20-archetypes.md	D@1045	1	chapter_vs_chapter
04-erosion-hydraulic.md	342	D	0.01	11-geological.md	D@770	1.17	chapter_vs_chapter
04-erosion-hydraulic.md	342	D	0.01	11-geological.md	D@769	1.25	chapter_vs_chapter
04-erosion-hydraulic.md	342	D	0.01	12-glacial-coastal.md	D@92	2	chapter_vs_chapter
04-erosion-hydraulic.md	342	D	0.01	docstring:erosion_streampower.py	D@8	2016	chapter_vs_chapter
04-erosion-hydraulic.md	379	D	0.1	11-geological.md	D@709	0.2	chapter_vs_chapter
04-erosion-hydraulic.md	379	D	0.1	04-erosion-hydraulic.md	D@367	0.5	chapter_vs_chapter
04-erosion-hydraulic.md	379	D	0.1	20-archetypes.md	D@1045	1	chapter_vs_chapter
04-erosion-hydraulic.md	379	D	0.1	11-geological.md	D@770	1.17	chapter_vs_chapter
04-erosion-hydraulic.md	379	D	0.1	11-geological.md	D@769	1.25	chapter_vs_chapter
04-erosion-hydraulic.md	379	D	0.1	12-glacial-coastal.md	D@92	2	chapter_vs_chapter
04-erosion-hydraulic.md	379	D	0.1	docstring:erosion_streampower.py	D@8	2016	chapter_vs_chapter
11-geological.md	709	D	0.2	04-erosion-hydraulic.md	D@367	0.5	chapter_vs_chapter
11-geological.md	709	D	0.2	20-archetypes.md	D@1045	1	chapter_vs_chapter
11-geological.md	709	D	0.2	11-geological.md	D@770	1.17	chapter_vs_chapter
11-geological.md	709	D	0.2	11-geological.md	D@769	1.25	chapter_vs_chapter
11-geological.md	709	D	0.2	12-glacial-coastal.md	D@92	2	chapter_vs_chapter
11-geological.md	709	D	0.2	docstring:erosion_streampower.py	D@8	2016	chapter_vs_chapter
04-erosion-hydraulic.md	367	D	0.5	20-archetypes.md	D@1045	1	chapter_vs_chapter
04-erosion-hydraulic.md	367	D	0.5	11-geological.md	D@770	1.17	chapter_vs_chapter
04-erosion-hydraulic.md	367	D	0.5	11-geological.md	D@769	1.25	chapter_vs_chapter
04-erosion-hydraulic.md	367	D	0.5	12-glacial-coastal.md	D@92	2	chapter_vs_chapter
04-erosion-hydraulic.md	367	D	0.5	docstring:erosion_streampower.py	D@8	2016	chapter_vs_chapter
20-archetypes.md	1045	D	1	11-geological.md	D@770	1.17	chapter_vs_chapter
20-archetypes.md	1045	D	1	11-geological.md	D@769	1.25	chapter_vs_chapter
20-archetypes.md	1045	D	1	12-glacial-coastal.md	D@92	2	chapter_vs_chapter
20-archetypes.md	1045	D	1	docstring:erosion_streampower.py	D@8	2016	chapter_vs_chapter
11-geological.md	770	D	1.17	11-geological.md	D@769	1.25	chapter_vs_chapter
11-geological.md	770	D	1.17	12-glacial-coastal.md	D@92	2	chapter_vs_chapter
11-geological.md	770	D	1.17	docstring:erosion_streampower.py	D@8	2016	chapter_vs_chapter
11-geological.md	769	D	1.25	12-glacial-coastal.md	D@92	2	chapter_vs_chapter
11-geological.md	769	D	1.25	docstring:erosion_streampower.py	D@8	2016	chapter_vs_chapter
12-glacial-coastal.md	92	D	2	docstring:erosion_streampower.py	D@8	2016	chapter_vs_chapter
11-geological.md	769	depth	0.2	GALLERY.md	depth@86	207	chapter_vs_chapter
03-flow-routing.md	340	A	13	12-glacial-coastal.md	A@171	2.4	chapter_vs_chapter
03-flow-routing.md	340	A	13	12-glacial-coastal.md	A@66	2.4e-24	chapter_vs_chapter
03-flow-routing.md	340	A	13	03-flow-routing.md	A@338	3	chapter_vs_chapter
12-glacial-coastal.md	171	A	2.4	12-glacial-coastal.md	A@66	2.4e-24	chapter_vs_chapter
12-glacial-coastal.md	171	A	2.4	03-flow-routing.md	A@338	3	chapter_vs_chapter
12-glacial-coastal.md	66	A	2.4e-24	03-flow-routing.md	A@338	3	chapter_vs_chapter
12-glacial-coastal.md	178	l	0.0001	12-glacial-coastal.md	l@184	1	chapter_vs_chapter
12-glacial-coastal.md	373	e	0	13-climate-ecosystem.md	e@262	0.5	chapter_vs_chapter
docstring:braided.py	47	K	0	12-glacial-coastal.md	K@1326	0.15	chapter_vs_chapter
docstring:braided.py	47	K	0	04-erosion-hydraulic.md	K@367	1	chapter_vs_chapter
docstring:braided.py	47	K	0	04-erosion-hydraulic.md	K@271	1e-05	chapter_vs_chapter
docstring:braided.py	47	K	0	11-geological.md	K@199	4	chapter_vs_chapter
12-glacial-coastal.md	1326	K	0.15	04-erosion-hydraulic.md	K@367	1	chapter_vs_chapter
12-glacial-coastal.md	1326	K	0.15	04-erosion-hydraulic.md	K@271	1e-05	chapter_vs_chapter
12-glacial-coastal.md	1326	K	0.15	11-geological.md	K@199	4	chapter_vs_chapter
04-erosion-hydraulic.md	367	K	1	04-erosion-hydraulic.md	K@271	1e-05	chapter_vs_chapter
04-erosion-hydraulic.md	367	K	1	11-geological.md	K@199	4	chapter_vs_chapter
04-erosion-hydraulic.md	271	K	1e-05	11-geological.md	K@199	4	chapter_vs_chapter
13-climate-ecosystem.md	96	s	1	12-glacial-coastal.md	s@258	11	chapter_vs_chapter
13-climate-ecosystem.md	96	s	1	26-hexagonal-grids.md	s@116	3	chapter_vs_chapter
12-glacial-coastal.md	258	s	11	26-hexagonal-grids.md	s@116	3	chapter_vs_chapter
13-climate-ecosystem.md	284	insol	1	13-climate-ecosystem.md	insol@289	6	chapter_vs_chapter
19-lava.md	95	L	0	SIMULATION-AUDIT.md	L@113	1200	chapter_vs_chapter
19-lava.md	95	L	0	docstring:flow_anatomy.py	L@27	40	chapter_vs_chapter
19-lava.md	95	L	0	SIMULATION-AUDIT.md	L@121	52	chapter_vs_chapter
SIMULATION-AUDIT.md	113	L	1200	docstring:flow_anatomy.py	L@27	40	chapter_vs_chapter
SIMULATION-AUDIT.md	113	L	1200	SIMULATION-AUDIT.md	L@121	52	chapter_vs_chapter
docstring:flow_anatomy.py	27	L	40	SIMULATION-AUDIT.md	L@121	52	chapter_vs_chapter
26-hexagonal-grids.md	448	z	0	26-hexagonal-grids.md	z@196	1	chapter_vs_chapter
VALIDATION.md	121	py	107	VALIDATION.md	py@147	18	chapter_vs_chapter
VALIDATION.md	121	py	107	VALIDATION.md	py@117	26	chapter_vs_chapter
VALIDATION.md	121	py	107	VALIDATION.md	py@119	42	chapter_vs_chapter
VALIDATION.md	121	py	107	VALIDATION.md	py@118	44	chapter_vs_chapter
VALIDATION.md	121	py	107	VALIDATION.md	py@120	79	chapter_vs_chapter
VALIDATION.md	147	py	18	VALIDATION.md	py@117	26	chapter_vs_chapter
VALIDATION.md	147	py	18	VALIDATION.md	py@119	42	chapter_vs_chapter
VALIDATION.md	147	py	18	VALIDATION.md	py@118	44	chapter_vs_chapter
VALIDATION.md	147	py	18	VALIDATION.md	py@120	79	chapter_vs_chapter
VALIDATION.md	117	py	26	VALIDATION.md	py@119	42	chapter_vs_chapter
VALIDATION.md	117	py	26	VALIDATION.md	py@118	44	chapter_vs_chapter
VALIDATION.md	117	py	26	VALIDATION.md	py@120	79	chapter_vs_chapter
VALIDATION.md	119	py	42	VALIDATION.md	py@118	44	chapter_vs_chapter
VALIDATION.md	119	py	42	VALIDATION.md	py@120	79	chapter_vs_chapter
VALIDATION.md	118	py	44	VALIDATION.md	py@120	79	chapter_vs_chapter
05-erosion-thermal-aeolian.md	367	L_sat	0.5	docstring:aeolian.py	L_sat@112	2001	chapter_vs_chapter
05-erosion-thermal-aeolian.md	386	exner_step	0.2	GALLERY.md	exner_step@85	393	chapter_vs_chapter
05-erosion-thermal-aeolian.md	386	exner_step	0.2	docstring:aeolian.py	exner_step@5	5	chapter_vs_chapter
GALLERY.md	85	exner_step	393	docstring:aeolian.py	exner_step@5	5	chapter_vs_chapter
05-erosion-thermal-aeolian.md	399	hop	3	docstring:dunes.py	hop@49	5	chapter_vs_chapter
08-output-contract.md	28	height	0	GALLERY.md	height@83	233	chapter_vs_chapter
08-output-contract.md	28	height	0	08-output-contract.md	height@91	27	chapter_vs_chapter
GALLERY.md	83	height	233	08-output-contract.md	height@91	27	chapter_vs_chapter
10-primitives-ops-filters.md	203	smax	0	docstring:ops_filters.py	smax@9	1	chapter_vs_chapter
26-hexagonal-grids.md	219	N	2	26-hexagonal-grids.md	N@283	3	chapter_vs_chapter
docstring:aeolian.py	158	yardang	0	docstring:aeolian.py	yardang@12	16	chapter_vs_chapter
docstring:aeolian.py	158	yardang	0	GALLERY.md	yardang@85	393	chapter_vs_chapter
docstring:aeolian.py	12	yardang	16	GALLERY.md	yardang@85	393	chapter_vs_chapter
docstring:tectonics.py	14	plate_uplift	2	GALLERY.md	plate_uplift@87	413	chapter_vs_chapter
docstring:halfar_anatomy.py	320	glacier_sia	0.2	GALLERY.md	glacier_sia@264	5	chapter_vs_chapter
—	—	CAP_LEADING	—	flow_anatomy.py	module-const@430	17	module_only
—	—	CAP_LEADING	—	halfar_anatomy.py	module-const@633	17	module_only
—	—	CAP_MARGIN	—	flow_anatomy.py	module-const@431	20	module_only
—	—	CAP_MARGIN	—	halfar_anatomy.py	module-const@634	20	module_only
—	—	CELLSIZE	—	flow_anatomy.py	module-const@44	30	module_only
—	—	CELLSIZE	—	gallery.py	module-const@37	20	module_only
—	—	CELLSIZE	—	halfar_anatomy.py	module-const@53	12000	module_only
—	—	CFL_CONSISTENCY_TOLERANCE	—	halfar_anatomy.py	module-const@399	0.002	module_only
—	—	CFL_REFERENCE	—	halfar_anatomy.py	module-const@283	0.05	module_only
—	—	CFL_SHIPPED	—	halfar_anatomy.py	module-const@282	0.2	module_only
—	—	CHANNEL_CELLS	—	flow_anatomy.py	module-const@49	60	module_only
—	—	D_REF	—	aeolian.py	module-const@45	0.00025	module_only
—	—	F0	—	noise.py	kwdefault:gabor()@247	1.4	module_only
—	—	H_min	—	glacier.py	kwdefault:glacier_carve()@38	3	module_only
—	—	KARMAN	—	aeolian.py	module-const@41	0.4	module_only
—	—	K_abr	—	aeolian.py	kwdefault:yardang()@177	0.6	module_only
—	—	K_pluck	—	glacier.py	kwdefault:glacier_carve()@38	0	module_only
—	—	L_adj	—	meander.py	kwdefault:migrate()@144	8	module_only
—	—	L_adj	—	meander.py	kwdefault:meander_belt()@322	40	module_only
—	—	N_GLEN	—	halfar_anatomy.py	module-const@167	3	module_only
—	—	RATE_TOLERANCE	—	halfar_anatomy.py	module-const@280	0.01	module_only
—	—	RHO_AIR	—	aeolian.py	module-const@42	1.22	module_only
—	—	RHO_QUARTZ	—	aeolian.py	module-const@43	2650	module_only
—	—	SEED	—	flow_anatomy.py	module-const@42	0	module_only
—	—	SEED	—	gallery.py	module-const@36	0	module_only
—	—	SHAPE_TOLERANCE	—	halfar_anatomy.py	module-const@63	0.03	module_only
—	—	SS	—	hex_anatomy.py	module-const@32	3	module_only
—	—	TILE	—	capability_grid.py	module-const@28	200	module_only
—	—	TILE	—	crater_demo.py	module-const@30	240	module_only
—	—	TILE	—	gallery.py	module-const@35	96	module_only
—	—	T_env	—	sims_illustrative.py	kwdefault:lava_flow()@28	25	module_only
—	—	V	—	crater_demo.py	module-const@31	20000	module_only
—	—	_SEC_PER_YR	—	glacier.py	module-const@34	3.156e+07	module_only
—	—	a	—	noise.py	kwdefault:gabor()@247	1.3	module_only
—	—	acc	—	landforms.py	module-const@84	0	module_only
—	—	acc	—	meander.py	module-const@101	0	module_only
—	—	aerial_band	—	render.py	kwdefault:photoreal()@390	0.28	module_only
—	—	aerial_strength	—	render.py	kwdefault:photoreal()@390	0.5	module_only
—	—	altitude	—	archetypes.py	default:_rich()@375	42	module_only
—	—	altitude	—	render.py	default:hillshade()@77	45	module_only
—	—	altitude	—	render.py	default:flow_overlay()@106	45	module_only
—	—	altitude	—	render.py	default:hypsometric()@135	45	module_only
—	—	altitude	—	render.py	default:sun_sky_shade()@373	45	module_only
—	—	altitude	—	render.py	kwdefault:photoreal()@390	45	module_only
—	—	amount	—	ops_filters.py	default:unsharp()@161	1	module_only
—	—	amp_frac	—	meander.py	kwdefault:seed_wave()@303	0.031	module_only
—	—	amplitude	—	tectonics.py	kwdefault:plate_uplift()@72	2600	module_only
—	—	ao_strength	—	render.py	kwdefault:photoreal()@390	0.45	module_only
—	—	arc	—	tectonics.py	kwdefault:plate_uplift()@72	0.45	module_only
—	—	asymmetry	—	landforms.py	kwdefault:ridge()@319	0.55	module_only
—	—	avalanche_iters	—	snow.py	kwdefault:snow_step()@150	4	module_only
—	—	az	—	hero.py	kwdefault:hero()@55	38	module_only
—	—	azimuth	—	archetypes.py	default:_rich()@375	315	module_only
—	—	azimuth	—	crater.py	kwdefault:stamp_impact()@83	0	module_only
—	—	azimuth	—	crater_demo.py	kwdefault:stamp_impact_natural()@46	0	module_only
—	—	azimuth	—	render.py	default:hillshade()@77	315	module_only
—	—	azimuth	—	render.py	default:flow_overlay()@106	315	module_only
—	—	azimuth	—	render.py	default:hypsometric()@135	315	module_only
—	—	azimuth	—	render.py	default:sun_sky_shade()@373	315	module_only
—	—	azimuth	—	render.py	kwdefault:photoreal()@390	315	module_only
—	—	b_max	—	glacier.py	kwdefault:glacier_carve()@38	1.5	module_only
—	—	b_max	—	sims_illustrative.py	kwdefault:glacier_sia()@84	5	module_only
—	—	bank_width	—	meander.py	kwdefault:meander_belt()@322	16	module_only
—	—	bar_bank_width	—	meander.py	kwdefault:meander_belt()@322	14	module_only
—	—	bar_height	—	meander.py	kwdefault:meander_belt()@322	3.5	module_only
—	—	barranco	—	landforms.py	kwdefault:volcano()@374	0.1	module_only
—	—	base	—	archetypes.py	default:_wander()@47	0.5	module_only
—	—	base_speed	—	winds.py	default:terrain_adjust()@213	1	module_only
—	—	base_speed	—	winds.py	default:wind_field()@228	1	module_only
—	—	benches	—	landforms.py	kwdefault:canyon()@408	3	module_only
—	—	best	—	erosion_thermal.py	module-const@30	0	module_only
—	—	bg	—	archetypes.py	default:montage()@435	20	module_only
—	—	bg	—	gallery.py	default:montage()@221	30	module_only
—	—	bins	—	ops_filters.py	default:histogram_equalize()@169	256	module_only
—	—	bits	—	heightfield_io.py	kwdefault:save_heightfield()@76	16	module_only
—	—	brush_radius	—	erosion_droplet.py	kwdefault:droplet_erode()@62	2	module_only
—	—	budget	—	dunes.py	module-const@79	512	module_only
—	—	cap_h	—	capability_grid.py	module-const@470	46	module_only
—	—	capacity	—	erosion_pipe.py	kwdefault:pipe_erode()@72	0.6	module_only
—	—	capacity_factor	—	erosion_droplet.py	kwdefault:droplet_erode()@62	4	module_only
—	—	cell	—	capability_grid.py	default:hill()@57	30	module_only
—	—	cell	—	capability_grid.py	default:substance_rgb()@94	40	module_only
—	—	cell	—	capability_grid.py	module-const@213	4	module_only
—	—	cell	—	capability_grid.py	module-const@239	30	module_only
—	—	cell	—	capability_grid.py	module-const@346	50	module_only
—	—	cell	—	capability_grid.py	module-const@355	100	module_only
—	—	cell	—	capability_grid.py	module-const@371	30	module_only
—	—	cell	—	capability_grid.py	module-const@386	4	module_only
—	—	cell	—	capability_grid.py	module-const@395	12	module_only
—	—	cell	—	capability_grid.py	module-const@408	40	module_only
—	—	cell	—	capability_grid.py	module-const@416	6000	module_only
—	—	cellarea	—	erosion_streampower.py	default:drainage_area()@52	1	module_only
—	—	cellsize	—	aeolian.py	kwdefault:saturate()@111	1	module_only
—	—	cellsize	—	aeolian.py	kwdefault:exner_step()@144	1	module_only
—	—	cellsize	—	aeolian.py	kwdefault:yardang()@177	1	module_only
—	—	cellsize	—	analysis.py	default:gradient()@18	1	module_only
—	—	cellsize	—	analysis.py	default:slope()@34	1	module_only
—	—	cellsize	—	analysis.py	default:aspect()@41	1	module_only
—	—	cellsize	—	analysis.py	default:normals()@56	1	module_only
—	—	cellsize	—	analysis.py	default:curvature()@67	1	module_only
—	—	cellsize	—	analysis.py	default:laplacian()@97	1	module_only
—	—	cellsize	—	analysis.py	default:horizon_ao()@124	1	module_only
—	—	cellsize	—	analysis.py	default:twi()@150	1	module_only
—	—	cellsize	—	analysis.py	default:deposit_fill()@244	1	module_only
—	—	cellsize	—	analysis.py	default:wear()@256	1	module_only
—	—	cellsize	—	analysis.py	default:peaks()@269	1	module_only
—	—	cellsize	—	analysis.py	default:texture_base()@280	1	module_only
—	—	cellsize	—	analytic.py	default:pdc_inundated()@39	1	module_only
—	—	cellsize	—	braided.py	kwdefault:braided_river()@41	1	module_only
—	—	cellsize	—	crater.py	default:stamp_impact()@83	1	module_only
—	—	cellsize	—	crater_demo.py	default:stamp_impact_natural()@46	1	module_only
—	—	cellsize	—	diffusion.py	default:hillslope_diffuse()@9	1	module_only
—	—	cellsize	—	diffusion.py	default:stable_dt()@24	1	module_only
—	—	cellsize	—	empirical_dem.py	default:our_terrain()@70	60	module_only
—	—	cellsize	—	erosion_pipe.py	kwdefault:pipe_water()@31	1	module_only
—	—	cellsize	—	erosion_streampower.py	default:receivers()@31	1	module_only
—	—	cellsize	—	erosion_streampower.py	default:stream_power_evolve()@63	1	module_only
—	—	cellsize	—	erosion_thermal.py	default:max_slope()@27	1	module_only
—	—	cellsize	—	erosion_thermal.py	default:thermal_erosion()@39	1	module_only
—	—	cellsize	—	erosion_thermal.py	default:_thermal_erosion_loop()@79	1	module_only
—	—	cellsize	—	flow.py	default:d8_receivers()@51	1	module_only
—	—	cellsize	—	flow.py	default:d8_accumulation()@79	1	module_only
—	—	cellsize	—	flow.py	default:mfd_accumulation()@95	1	module_only
—	—	cellsize	—	flow.py	default:hybrid_accumulation()@118	1	module_only
—	—	cellsize	—	glacier.py	kwdefault:glacier_carve()@38	100	module_only
—	—	cellsize	—	isostasy.py	default:flexure_fft()@27	1	module_only
—	—	cellsize	—	landforms.py	default:impact_crater()@35	1	module_only
—	—	cellsize	—	landforms.py	default:terrace()@91	1	module_only
—	—	cellsize	—	landforms.py	default:volcano()@374	1	module_only
—	—	cellsize	—	landforms.py	kwdefault:alluvial_fan()@470	1	module_only
—	—	cellsize	—	landforms.py	default:karst_sinkholes()@506	1	module_only
—	—	cellsize	—	meander.py	kwdefault:burn_channel()@237	1	module_only
—	—	cellsize	—	meander.py	kwdefault:deposit_point_bars()@268	1	module_only
—	—	cellsize	—	meander.py	kwdefault:meander_belt()@322	1	module_only
—	—	cellsize	—	placement.py	default:coords()@23	1	module_only
—	—	cellsize	—	placement.py	default:coverage()@37	1	module_only
—	—	cellsize	—	placement.py	default:disc()@48	1	module_only
—	—	cellsize	—	placement.py	default:rect()@54	1	module_only
—	—	cellsize	—	placement.py	default:capsule()@61	1	module_only
—	—	cellsize	—	placement.py	default:polygon()@68	1	module_only
—	—	cellsize	—	placement.py	default:path_mask()@74	1	module_only
—	—	cellsize	—	placement.py	default:place_coords()@120	1	module_only
—	—	cellsize	—	render.py	default:hillshade()@77	1	module_only
—	—	cellsize	—	render.py	default:slope_shade()@97	1	module_only
—	—	cellsize	—	render.py	default:flow_overlay()@106	1	module_only
—	—	cellsize	—	render.py	default:hypsometric()@135	1	module_only
—	—	cellsize	—	render.py	default:sun_sky_shade()@373	1	module_only
—	—	cellsize	—	render.py	default:photoreal()@390	1	module_only
—	—	cellsize	—	render.py	default:scatter_overlay()@420	1	module_only
—	—	cellsize	—	runout.py	default:voellmy_runout()@37	1	module_only
—	—	cellsize	—	scatter.py	default:sample_field()@117	1	module_only
—	—	cellsize	—	sims_illustrative.py	kwdefault:lava_flow()@28	1	module_only
—	—	cellsize	—	sims_illustrative.py	kwdefault:glacier_sia()@84	100	module_only
—	—	cellsize	—	sims_illustrative.py	kwdefault:coastal_retreat()@130	1	module_only
—	—	cellsize	—	snow.py	default:thermal_on_layer()@30	1	module_only
—	—	cellsize	—	snow.py	kwdefault:wind_redistribute()@65	1	module_only
—	—	cellsize	—	snow.py	kwdefault:snow_step()@150	1	module_only
—	—	cellsize	—	tectonics.py	kwdefault:fault_scarp()@39	1	module_only
—	—	cellsize	—	tectonics.py	kwdefault:fault_weakness()@56	1	module_only
—	—	cellsize	—	tectonics.py	kwdefault:plate_uplift()@72	1	module_only
—	—	cellsize	—	winds.py	kwdefault:upwind_slope()@79	1	module_only
—	—	cellsize	—	winds.py	kwdefault:terrain_speedup()@107	1	module_only
—	—	cellsize	—	winds.py	kwdefault:lee_shelter()@118	1	module_only
—	—	cellsize	—	winds.py	kwdefault:terrain_axis()@140	1	module_only
—	—	cellsize	—	winds.py	kwdefault:valley_channel()@177	1	module_only
—	—	cellsize	—	winds.py	kwdefault:terrain_adjust()@213	1	module_only
—	—	cellsize	—	winds.py	kwdefault:wind_field()@228	1	module_only
—	—	cellsize	—	winds.py	default:divergence()@247	1	module_only
—	—	cellsize	—	winds.py	default:divergence_spectral()@254	1	module_only
—	—	cellsize	—	winds.py	default:mass_consistent()@260	1	module_only
—	—	channel_cells	—	flow.py	default:hybrid_accumulation()@118	60	module_only
—	—	channel_quantile	—	render.py	default:flow_overlay()@106	0.85	module_only
—	—	collision	—	tectonics.py	kwdefault:plate_uplift()@72	1	module_only
—	—	cols	—	archetypes.py	default:montage()@435	4	module_only
—	—	cols	—	archetypes.py	default:labeled_montage()@445	4	module_only
—	—	cols	—	capability_grid.py	module-const@468	7	module_only
—	—	cols	—	gallery.py	default:montage()@221	6	module_only
—	—	complex_D	—	landforms.py	default:impact_crater()@35	3000	module_only
—	—	concavity	—	landforms.py	kwdefault:alluvial_fan()@470	1.7	module_only
—	—	cont_base	—	tectonics.py	kwdefault:plate_uplift()@72	200	module_only
—	—	cool	—	sims_illustrative.py	kwdefault:lava_flow()@28	9	module_only
—	—	corner_round	—	landforms.py	default:fault_block_butte()@109	1.3	module_only
—	—	crater_depth_frac	—	landforms.py	kwdefault:volcano()@374	0.35	module_only
—	—	crater_frac	—	landforms.py	kwdefault:volcano()@374	0.14	module_only
—	—	crest_round	—	landforms.py	kwdefault:ridge()@319	0.12	module_only
—	—	d0	—	analytic.py	default:seafloor_depth_hsc()@19	2500	module_only
—	—	d_min	—	erosion_pipe.py	kwdefault:pipe_erode()@72	0.001	module_only
—	—	damp	—	shallow_water.py	kwdefault:simulate()@23	0	module_only
—	—	decay	—	tectonics.py	kwdefault:fault_scarp()@39	0.75	module_only
—	—	deposit	—	erosion_pipe.py	kwdefault:pipe_erode()@72	0.12	module_only
—	—	deposit_fraction	—	crater.py	kwdefault:stamp_impact()@83	0.9	module_only
